Source node	Source node type	Target node	Target node type	Edge name
E09	Disease	E785	Disease	Causes onset
E09	Disease	H26	Disease	Causes onset
E09	Disease	R80	Disease	Causes onset
E09	Disease	I2510	Disease	Causes onset
E09	Disease	N289	Disease	Causes onset
E09	Disease	I679	Disease	Causes onset
E09	Disease	N08	Disease	Causes onset
E09	Disease	K3184	Disease	Causes onset
E09	Disease	T7840	Disease	Causes onset
E09	Disease	I70	Disease	Causes onset
E09	Disease	N189	Disease	Causes onset
E09	Disease	D649	Disease	Causes onset
E09	Disease	H492	Disease	Causes onset
E09	Disease	G30	Disease	Causes onset
E09	Disease	H359	Disease	Causes onset
E09	Disease	I515	Disease	Causes onset
E09	Disease	I42	Disease	Causes onset
E09	Disease	M810	Disease	Causes onset
E09	Disease	I519	Disease	Causes onset
E09	Disease	H44	Disease	Causes onset
E09	Disease	N46	Disease	Causes onset
E09	Disease	C801	Disease	Causes onset
E09	Disease	M899	Disease	Causes onset
E09	Disease	H211	Disease	Causes onset
E09	Disease	E70	Disease	Causes onset
E09	Disease	E71	Disease	Causes onset
E09	Disease	E72	Disease	Causes onset
E09	Disease	E73	Disease	Causes onset
E09	Disease	E74	Disease	Causes onset
E09	Disease	E75	Disease	Causes onset
E09	Disease	E76	Disease	Causes onset
E09	Disease	E77	Disease	Causes onset
E09	Disease	E78	Disease	Causes onset
E09	Disease	E79	Disease	Causes onset
E09	Disease	E80	Disease	Causes onset
E09	Disease	E81	Disease	Causes onset
E09	Disease	E82	Disease	Causes onset
E09	Disease	E83	Disease	Causes onset
E09	Disease	E85	Disease	Causes onset
E09	Disease	E86	Disease	Causes onset
E09	Disease	E87	Disease	Causes onset
E09	Disease	E88	Disease	Causes onset
E09	Disease	E530	Disease	Causes onset
E09	Disease	I509	Disease	Causes onset
E09	Disease	F529	Disease	Causes onset
E09	Disease	H332	Disease	Causes onset
E09	Disease	A6922	Disease	Causes onset
E09	Disease	D735	Disease	Causes onset
E09	Disease	H40	Disease	Causes onset
E09	Disease	H0259	Disease	Causes onset
E09	Disease	H3581	Disease	Causes onset
E09	Disease	I10	Disease	Causes onset
E09	Disease	E169	Disease	Causes onset
E09	Disease	I200	Disease	Causes onset
E09	Disease	E872	Disease	Causes onset
E09	Disease	I256	Disease	Causes onset
E09	Disease	A18	Disease	Causes onset
E09	Disease	I675	Disease	Causes onset
E09	Disease	E162	Disease	Causes onset
E09	Disease	R7303	Disease	Causes onset
E09	Disease	O14	Disease	Causes onset
E09	Disease	N179	Disease	Causes onset
E09	Disease	I514	Disease	Causes onset
E09	Disease	K769	Disease	Causes onset
E09	Disease	O40	Disease	Causes onset
E09	Disease	E55	Disease	Causes onset
E09	Disease	L659	Disease	Causes onset
E09	Disease	E8881	Disease	Causes onset
E09	Disease	F01	Disease	Causes onset
E09	Disease	M1990	Disease	Causes onset
E09	Disease	L259	Disease	Causes onset
E09	Disease	E889	Disease	Causes onset
E09	Disease	E51	Disease	Causes onset
E09	Disease	B450	Disease	Causes onset
A270	Disease	G03	Disease	Causes onset
A270	Disease	N19	Disease	Causes onset
A270	Disease	K85	Disease	Causes onset
A270	Disease	N179	Disease	Causes onset
A270	Disease	M023	Disease	Causes onset
A270	Disease	H209	Disease	Causes onset
A270	Disease	J80	Disease	Causes onset
A270	Disease	J960	Disease	Causes onset
A270	Disease	H2001	Disease	Causes onset
A270	Disease	N17	Disease	Causes onset
A270	Disease	R8281	Disease	Causes onset
A270	Disease	I314	Disease	Causes onset
A270	Disease	K769	Disease	Causes onset
A270	Disease	K859	Disease	Causes onset
A270	Disease	I10	Disease	Causes onset
A270	Disease	D55	Disease	Causes onset
A270	Disease	D56	Disease	Causes onset
A270	Disease	D57	Disease	Causes onset
A270	Disease	D58	Disease	Causes onset
A270	Disease	D59	Disease	Causes onset
A270	Disease	N289	Disease	Causes onset
A270	Disease	I420	Disease	Causes onset
A270	Disease	K8309	Disease	Causes onset
A270	Disease	I514	Disease	Causes onset
A270	Disease	I42	Disease	Causes onset
B77	Disease	K56609	Disease	Causes onset
B77	Disease	K859	Disease	Causes onset
B77	Disease	K830	Disease	Causes onset
B77	Disease	K85	Disease	Causes onset
B77	Disease	K81	Disease	Causes onset
B77	Disease	Q430	Disease	Causes onset
B77	Disease	L20	Disease	Causes onset
B77	Disease	K562	Disease	Causes onset
B77	Disease	D721	Disease	Causes onset
E7402	Disease	G729	Disease	Causes onset
E7402	Disease	J960	Disease	Causes onset
E7402	Disease	G718	Disease	Causes onset
A42	Disease	G932	Disease	Causes onset
A42	Disease	J86	Disease	Causes onset
A42	Disease	I314	Disease	Causes onset
A42	Disease	C761	Disease	Causes onset
A42	Disease	D733	Disease	Causes onset
A42	Disease	K37	Disease	Causes onset
A42	Disease	M600	Disease	Causes onset
A42	Disease	E06	Disease	Causes onset
A42	Disease	N7092	Disease	Causes onset
A42	Disease	Q382	Disease	Causes onset
P371	Disease	H54	Disease	Causes onset
P371	Disease	E232	Disease	Causes onset
P371	Disease	H508	Disease	Causes onset
P371	Disease	F419	Disease	Causes onset
P371	Disease	G91	Disease	Causes onset
P371	Disease	E230	Disease	Causes onset
P371	Disease	H26	Disease	Causes onset
P371	Disease	H309	Disease	Causes onset
P371	Disease	K831	Disease	Causes onset
P371	Disease	Q130	Disease	Causes onset
P371	Disease	A6922	Disease	Causes onset
P371	Disease	B58	Disease	Causes onset
I5084	Disease	I2720	Disease	Causes onset
E8801	Disease	J43	Disease	Causes onset
E8801	Disease	K769	Disease	Causes onset
E8801	Disease	K7460	Disease	Causes onset
E8801	Disease	M793	Disease	Causes onset
E8801	Disease	J431	Disease	Causes onset
E8801	Disease	J438	Disease	Causes onset
E8801	Disease	J984	Disease	Causes onset
E8801	Disease	K721	Disease	Causes onset
E8801	Disease	N04	Disease	Causes onset
E8801	Disease	N032	Disease	Causes onset
E8801	Disease	P5929	Disease	Causes onset
E8801	Disease	J449	Disease	Causes onset
D6859	Disease	D65	Disease	Causes onset
D6859	Disease	I679	Disease	Causes onset
D6859	Disease	I81	Disease	Causes onset
D6859	Disease	I820	Disease	Causes onset
D6859	Disease	K550	Disease	Causes onset
D6859	Disease	I26	Disease	Causes onset
D6859	Disease	M879	Disease	Causes onset
D6859	Disease	I800	Disease	Causes onset
D6859	Disease	K559	Disease	Causes onset
D6859	Disease	I21	Disease	Causes onset
D6859	Disease	I22	Disease	Causes onset
D6859	Disease	H54	Disease	Causes onset
D6859	Disease	I339	Disease	Causes onset
D6859	Disease	I10	Disease	Causes onset
D6859	Disease	Q90	Disease	Causes onset
D6859	Disease	H3481	Disease	Causes onset
I2781	Disease	I509	Disease	Causes onset
I2781	Disease	I5081	Disease	Causes onset
N1330	Disease	N19	Disease	Causes onset
N1330	Disease	N251	Disease	Causes onset
N1330	Disease	M545	Disease	Causes onset
N1330	Disease	I150	Disease	Causes onset
N1330	Disease	N289	Disease	Causes onset
N1330	Disease	K56609	Disease	Causes onset
K7682	Disease	H4761	Disease	Causes onset
K7682	Disease	G253	Disease	Causes onset
K3184	Disease	N19	Disease	Causes onset
K3184	Disease	J690	Disease	Causes onset
D462	Disease	D6181	Disease	Causes onset
K3183	Disease	E164	Disease	Causes onset
D596	Disease	I820	Disease	Causes onset
D596	Disease	I26	Disease	Causes onset
D596	Disease	N19	Disease	Causes onset
D596	Disease	K559	Disease	Causes onset
D596	Disease	D649	Disease	Causes onset
D596	Disease	N179	Disease	Causes onset
C966	Disease	E232	Disease	Causes onset
C966	Disease	K8309	Disease	Causes onset
C966	Disease	I10	Disease	Causes onset
C966	Disease	R911	Disease	Causes onset
C966	Disease	M436	Disease	Causes onset
C966	Disease	K7460	Disease	Causes onset
C966	Disease	H709	Disease	Causes onset
C966	Disease	M855	Disease	Causes onset
C966	Disease	K766	Disease	Causes onset
C966	Disease	E230	Disease	Causes onset
G030	Disease	I679	Disease	Causes onset
G030	Disease	A6922	Disease	Causes onset
C801	Disease	K121	Disease	Causes onset
C801	Disease	K316	Disease	Causes onset
C801	Disease	K831	Disease	Causes onset
C801	Disease	I26	Disease	Causes onset
C801	Disease	E8881	Disease	Causes onset
C801	Disease	E40	Disease	Causes onset
C801	Disease	E42	Disease	Causes onset
C801	Disease	E43	Disease	Causes onset
C801	Disease	E45	Disease	Causes onset
C801	Disease	E46	Disease	Causes onset
C801	Disease	E162	Disease	Causes onset
C801	Disease	K56609	Disease	Causes onset
C801	Disease	G9001	Disease	Causes onset
C801	Disease	D70	Disease	Causes onset
C801	Disease	K123	Disease	Causes onset
C801	Disease	K561	Disease	Causes onset
C801	Disease	G470	Disease	Causes onset
C801	Disease	D7581	Disease	Causes onset
C801	Disease	I314	Disease	Causes onset
C801	Disease	N139	Disease	Causes onset
C801	Disease	S128	Disease	Causes onset
C801	Disease	K222	Disease	Causes onset
C801	Disease	D649	Disease	Causes onset
C801	Disease	L659	Disease	Causes onset
C801	Disease	M810	Disease	Causes onset
C801	Disease	I871	Disease	Causes onset
C801	Disease	I42	Disease	Causes onset
C801	Disease	J931	Disease	Causes onset
C801	Disease	J960	Disease	Causes onset
C801	Disease	E283	Disease	Causes onset
C801	Disease	G629	Disease	Causes onset
C801	Disease	H40	Disease	Causes onset
C801	Disease	K9281	Disease	Causes onset
C801	Disease	I10	Disease	Causes onset
C801	Disease	I66	Disease	Causes onset
C801	Disease	K117	Disease	Causes onset
C801	Disease	I679	Disease	Causes onset
C801	Disease	I890	Disease	Causes onset
C801	Disease	F529	Disease	Causes onset
C801	Disease	K830	Disease	Causes onset
C801	Disease	I63	Disease	Causes onset
C801	Disease	C229	Disease	Causes onset
C801	Disease	K315	Disease	Causes onset
C801	Disease	G510	Disease	Causes onset
C801	Disease	D6182	Disease	Causes onset
C801	Disease	G589	Disease	Causes onset
C801	Disease	K559	Disease	Causes onset
C801	Disease	N460	Disease	Causes onset
C801	Disease	F419	Disease	Causes onset
C801	Disease	D72819	Disease	Causes onset
C801	Disease	I420	Disease	Causes onset
C801	Disease	N46	Disease	Causes onset
C801	Disease	N483	Disease	Causes onset
C801	Disease	D733	Disease	Causes onset
C801	Disease	N6452	Disease	Causes onset
C801	Disease	M1990	Disease	Causes onset
C801	Disease	L120	Disease	Causes onset
C801	Disease	I70	Disease	Causes onset
C801	Disease	N179	Disease	Causes onset
C801	Disease	A18	Disease	Causes onset
C801	Disease	I898	Disease	Causes onset
C801	Disease	T7840	Disease	Causes onset
C801	Disease	K0601	Disease	Causes onset
C801	Disease	L80	Disease	Causes onset
C801	Disease	N1330	Disease	Causes onset
C801	Disease	D696	Disease	Causes onset
C801	Disease	E28	Disease	Causes onset
C801	Disease	K40	Disease	Causes onset
C801	Disease	K41	Disease	Causes onset
C801	Disease	K42	Disease	Causes onset
C801	Disease	K43	Disease	Causes onset
C801	Disease	K45	Disease	Causes onset
C801	Disease	K46	Disease	Causes onset
L0390	Disease	I339	Disease	Causes onset
L0390	Disease	A483	Disease	Causes onset
L0390	Disease	G43	Disease	Causes onset
L0390	Disease	L309	Disease	Causes onset
B451	Disease	G91	Disease	Causes onset
B451	Disease	D893	Disease	Causes onset
B451	Disease	I10	Disease	Causes onset
B451	Disease	H471	Disease	Causes onset
B451	Disease	E232	Disease	Causes onset
I7771	Disease	I679	Disease	Causes onset
I7771	Disease	I63	Disease	Causes onset
I7771	Disease	G902	Disease	Causes onset
I7771	Disease	H5314	Disease	Causes onset
A4902	Disease	I339	Disease	Causes onset
A4902	Disease	H332	Disease	Causes onset
A4902	Disease	L0390	Disease	Causes onset
A4902	Disease	N08	Disease	Causes onset
A4902	Disease	H602	Disease	Causes onset
A4902	Disease	A483	Disease	Causes onset
I75	Disease	N19	Disease	Causes onset
I75	Disease	I21	Disease	Causes onset
I75	Disease	N289	Disease	Causes onset
I75	Disease	N186	Disease	Causes onset
I75	Disease	N179	Disease	Causes onset
I75	Disease	I679	Disease	Causes onset
K5641	Disease	N19	Disease	Causes onset
K5641	Disease	N1330	Disease	Causes onset
K5641	Disease	K5939	Disease	Causes onset
K5641	Disease	N139	Disease	Causes onset
D7583	Disease	I7381	Disease	Causes onset
D7583	Disease	I2720	Disease	Causes onset
D7583	Disease	I26	Disease	Causes onset
B69	Disease	G03	Disease	Causes onset
B69	Disease	I679	Disease	Causes onset
B69	Disease	G911	Disease	Causes onset
B69	Disease	G40909	Disease	Causes onset
B69	Disease	G91	Disease	Causes onset
B69	Disease	G729	Disease	Causes onset
B69	Disease	G459	Disease	Causes onset
B69	Disease	H024	Disease	Causes onset
B69	Disease	I72	Disease	Causes onset
B69	Disease	G560	Disease	Causes onset
B69	Disease	G453	Disease	Causes onset
B69	Disease	G514	Disease	Causes onset
B69	Disease	G4741	Disease	Causes onset
B69	Disease	I10	Disease	Causes onset
B69	Disease	E230	Disease	Causes onset
B69	Disease	A6922	Disease	Causes onset
B69	Disease	G43	Disease	Causes onset
I423	Disease	Q233	Disease	Causes onset
B40	Disease	J80	Disease	Causes onset
B40	Disease	H669	Disease	Causes onset
B40	Disease	D733	Disease	Causes onset
B40	Disease	J960	Disease	Causes onset
B40	Disease	E271	Disease	Causes onset
P2401	Disease	J960	Disease	Causes onset
P2401	Disease	I2720	Disease	Causes onset
P2401	Disease	E872	Disease	Causes onset
P2401	Disease	J982	Disease	Causes onset
P2401	Disease	J931	Disease	Causes onset
B0221	Disease	G510	Disease	Causes onset
B0221	Disease	G629	Disease	Causes onset
H3552	Disease	H54	Disease	Causes onset
H3552	Disease	H536	Disease	Causes onset
H3552	Disease	H534	Disease	Causes onset
H3552	Disease	H5312	Disease	Causes onset
G40909	Disease	R413	Disease	Causes onset
G40909	Disease	F419	Disease	Causes onset
G40909	Disease	F39	Disease	Causes onset
G40909	Disease	K051	Disease	Causes onset
G40909	Disease	H9325	Disease	Causes onset
G40909	Disease	F840	Disease	Causes onset
E2681	Disease	E876	Disease	Causes onset
E2681	Disease	I951	Disease	Causes onset
E2681	Disease	N19	Disease	Causes onset
E2681	Disease	G729	Disease	Causes onset
B652	Disease	K7460	Disease	Causes onset
B652	Disease	K740	Disease	Causes onset
B652	Disease	I2781	Disease	Causes onset
B652	Disease	K37	Disease	Causes onset
C9110	Disease	D696	Disease	Causes onset
C9110	Disease	D801	Disease	Causes onset
C9110	Disease	G629	Disease	Causes onset
C9110	Disease	N19	Disease	Causes onset
C9110	Disease	G4733	Disease	Causes onset
C9110	Disease	H471	Disease	Causes onset
C9110	Disease	D731	Disease	Causes onset
C9110	Disease	N16	Disease	Causes onset
C9110	Disease	N12	Disease	Causes onset
C9110	Disease	D55	Disease	Causes onset
C9110	Disease	D56	Disease	Causes onset
C9110	Disease	D57	Disease	Causes onset
C9110	Disease	D58	Disease	Causes onset
C9110	Disease	D59	Disease	Causes onset
C9110	Disease	D6941	Disease	Causes onset
C9110	Disease	C859	Disease	Causes onset
C9110	Disease	D6181	Disease	Causes onset
C9110	Disease	H332	Disease	Causes onset
C9110	Disease	A55	Disease	Causes onset
C9110	Disease	L120	Disease	Causes onset
C9110	Disease	E85	Disease	Causes onset
E50	Disease	H54	Disease	Causes onset
E50	Disease	H44	Disease	Causes onset
E50	Disease	H536	Disease	Causes onset
E50	Disease	H1844	Disease	Causes onset
E50	Disease	D649	Disease	Causes onset
E50	Disease	H189	Disease	Causes onset
E50	Disease	S128	Disease	Causes onset
E50	Disease	G91	Disease	Causes onset
E50	Disease	H5362	Disease	Causes onset
E50	Disease	H5300	Disease	Causes onset
M041	Disease	N08	Disease	Causes onset
M041	Disease	N186	Disease	Causes onset
M041	Disease	E85	Disease	Causes onset
M041	Disease	E853	Disease	Causes onset
M041	Disease	E049	Disease	Causes onset
M041	Disease	N04	Disease	Causes onset
M041	Disease	G560	Disease	Causes onset
A985	Disease	N19	Disease	Causes onset
A985	Disease	E230	Disease	Causes onset
I6782	Disease	E872	Disease	Causes onset
I6782	Disease	R413	Disease	Causes onset
I6782	Disease	I63	Disease	Causes onset
I6782	Disease	G454	Disease	Causes onset
I6782	Disease	F01	Disease	Causes onset
I6782	Disease	G24	Disease	Causes onset
I6782	Disease	G47	Disease	Causes onset
T7840	Disease	J679	Disease	Causes onset
T7840	Disease	D696	Disease	Causes onset
T7840	Disease	J984	Disease	Causes onset
T7840	Disease	D692	Disease	Causes onset
T7840	Disease	D72819	Disease	Causes onset
T7840	Disease	K831	Disease	Causes onset
T7840	Disease	N19	Disease	Causes onset
T7840	Disease	I514	Disease	Causes onset
T7840	Disease	D72823	Disease	Causes onset
T7840	Disease	G9001	Disease	Causes onset
T7840	Disease	J8282	Disease	Causes onset
T7840	Disease	G03	Disease	Causes onset
T7840	Disease	I46	Disease	Causes onset
T7840	Disease	E162	Disease	Causes onset
T7840	Disease	N12	Disease	Causes onset
T7840	Disease	I21	Disease	Causes onset
T7840	Disease	J8489	Disease	Causes onset
T7840	Disease	I42	Disease	Causes onset
T7840	Disease	N08	Disease	Causes onset
T7840	Disease	K769	Disease	Causes onset
T7840	Disease	N762	Disease	Causes onset
T7840	Disease	H160	Disease	Causes onset
T7840	Disease	D619	Disease	Causes onset
T7840	Disease	I729	Disease	Causes onset
T7840	Disease	K5909	Disease	Causes onset
T7840	Disease	J849	Disease	Causes onset
A78	Disease	I339	Disease	Causes onset
A78	Disease	K739	Disease	Causes onset
A78	Disease	H209	Disease	Causes onset
A78	Disease	I719	Disease	Causes onset
A78	Disease	I514	Disease	Causes onset
A78	Disease	H46	Disease	Causes onset
A78	Disease	A6922	Disease	Causes onset
A78	Disease	Q231	Disease	Causes onset
A78	Disease	D55	Disease	Causes onset
A78	Disease	D56	Disease	Causes onset
A78	Disease	D57	Disease	Causes onset
A78	Disease	D58	Disease	Causes onset
A78	Disease	D59	Disease	Causes onset
A78	Disease	I420	Disease	Causes onset
A78	Disease	K81	Disease	Causes onset
A1809	Disease	G560	Disease	Causes onset
B760	Disease	D649	Disease	Causes onset
B760	Disease	I519	Disease	Causes onset
Q765	Disease	G540	Disease	Causes onset
Q765	Disease	G629	Disease	Causes onset
Q765	Disease	I72	Disease	Causes onset
Q765	Disease	M531	Disease	Causes onset
Q765	Disease	J931	Disease	Causes onset
H2081	Disease	H26	Disease	Causes onset
H2081	Disease	H40	Disease	Causes onset
H3530	Disease	H54	Disease	Causes onset
H3530	Disease	H431	Disease	Causes onset
H3530	Disease	H4021	Disease	Causes onset
H3530	Disease	H5341	Disease	Causes onset
H3530	Disease	H5345	Disease	Causes onset
D801	Disease	J8401	Disease	Causes onset
A010	Disease	K5931	Disease	Causes onset
A010	Disease	K85	Disease	Causes onset
A010	Disease	A6922	Disease	Causes onset
A010	Disease	N08	Disease	Causes onset
A010	Disease	G729	Disease	Causes onset
A010	Disease	N460	Disease	Causes onset
A91	Disease	D696	Disease	Causes onset
A91	Disease	K81	Disease	Causes onset
A91	Disease	H309	Disease	Causes onset
A91	Disease	N08	Disease	Causes onset
A91	Disease	K831	Disease	Causes onset
N304	Disease	N3289	Disease	Causes onset
N304	Disease	N137	Disease	Causes onset
D644	Disease	E8311	Disease	Causes onset
E8311	Disease	K766	Disease	Causes onset
E8311	Disease	M129	Disease	Causes onset
E8311	Disease	K7460	Disease	Causes onset
E8311	Disease	E08	Disease	Causes onset
E8311	Disease	E09	Disease	Causes onset
E8311	Disease	E10	Disease	Causes onset
E8311	Disease	E11	Disease	Causes onset
E8311	Disease	E12	Disease	Causes onset
E8311	Disease	E13	Disease	Causes onset
E8311	Disease	I42	Disease	Causes onset
E8311	Disease	K739	Disease	Causes onset
E8311	Disease	I509	Disease	Causes onset
E8311	Disease	I425	Disease	Causes onset
E8311	Disease	E801	Disease	Causes onset
E8311	Disease	J634	Disease	Causes onset
E8301	Disease	K7460	Disease	Causes onset
E8301	Disease	K769	Disease	Causes onset
E8301	Disease	G242	Disease	Causes onset
E8301	Disease	K721	Disease	Causes onset
E8301	Disease	G24	Disease	Causes onset
E8301	Disease	N08	Disease	Causes onset
E8301	Disease	K7469	Disease	Causes onset
E8301	Disease	M1990	Disease	Causes onset
E8301	Disease	N2589	Disease	Causes onset
E8301	Disease	K740	Disease	Causes onset
E8301	Disease	E20	Disease	Causes onset
A50	Disease	N04	Disease	Causes onset
A50	Disease	H16	Disease	Causes onset
A50	Disease	H1630	Disease	Causes onset
A50	Disease	J960	Disease	Causes onset
A50	Disease	K140	Disease	Causes onset
I314	Disease	I46	Disease	Causes onset
I314	Disease	I509	Disease	Causes onset
I314	Disease	J81	Disease	Causes onset
I314	Disease	N179	Disease	Causes onset
G96191	Disease	M543	Disease	Causes onset
G96191	Disease	M533	Disease	Causes onset
G96191	Disease	M541	Disease	Causes onset
C254	Disease	E164	Disease	Causes onset
C254	Disease	E243	Disease	Causes onset
C254	Disease	E161	Disease	Causes onset
M3211	Disease	Q233	Disease	Causes onset
M3211	Disease	I061	Disease	Causes onset
M3211	Disease	I66	Disease	Causes onset
M3211	Disease	I21	Disease	Causes onset
M3211	Disease	I070	Disease	Causes onset
M3211	Disease	I10	Disease	Causes onset
B26	Disease	G03	Disease	Causes onset
B26	Disease	N460	Disease	Causes onset
B26	Disease	H905	Disease	Causes onset
B26	Disease	N139	Disease	Causes onset
B26	Disease	H461	Disease	Causes onset
B26	Disease	N452	Disease	Causes onset
B26	Disease	K859	Disease	Causes onset
B26	Disease	D692	Disease	Causes onset
B26	Disease	A6922	Disease	Causes onset
B26	Disease	G91	Disease	Causes onset
B26	Disease	D693	Disease	Causes onset
B26	Disease	K85	Disease	Causes onset
B26	Disease	G510	Disease	Causes onset
B26	Disease	A87	Disease	Causes onset
B26	Disease	M1990	Disease	Causes onset
B26	Disease	H1632	Disease	Causes onset
B26	Disease	A872	Disease	Causes onset
B26	Disease	H46	Disease	Causes onset
B26	Disease	I80	Disease	Causes onset
A23	Disease	H209	Disease	Causes onset
A23	Disease	N453	Disease	Causes onset
A23	Disease	D692	Disease	Causes onset
A23	Disease	K739	Disease	Causes onset
A23	Disease	D55	Disease	Causes onset
A23	Disease	D56	Disease	Causes onset
A23	Disease	D57	Disease	Causes onset
A23	Disease	D58	Disease	Causes onset
A23	Disease	D59	Disease	Causes onset
A23	Disease	D733	Disease	Causes onset
A23	Disease	I514	Disease	Causes onset
A23	Disease	N08	Disease	Causes onset
A23	Disease	G04	Disease	Causes onset
A23	Disease	I339	Disease	Causes onset
A23	Disease	M928	Disease	Causes onset
A23	Disease	D731	Disease	Causes onset
A23	Disease	D696	Disease	Causes onset
A23	Disease	M46	Disease	Causes onset
A23	Disease	I72	Disease	Causes onset
A23	Disease	I719	Disease	Causes onset
A23	Disease	K529	Disease	Causes onset
A23	Disease	G030	Disease	Causes onset
A23	Disease	I729	Disease	Causes onset
A23	Disease	D8689	Disease	Causes onset
A23	Disease	M1990	Disease	Causes onset
A23	Disease	G822	Disease	Causes onset
A23	Disease	D891	Disease	Causes onset
A23	Disease	D6181	Disease	Causes onset
A23	Disease	H471	Disease	Causes onset
H5345	Disease	H54	Disease	Causes onset
D7581	Disease	D649	Disease	Causes onset
D7581	Disease	K766	Disease	Causes onset
D7581	Disease	D6181	Disease	Causes onset
D7581	Disease	M10	Disease	Causes onset
D7581	Disease	D696	Disease	Causes onset
N2589	Disease	E872	Disease	Causes onset
N2589	Disease	E550	Disease	Causes onset
N2589	Disease	N20	Disease	Causes onset
N2589	Disease	N21	Disease	Causes onset
N2589	Disease	N22	Disease	Causes onset
N2589	Disease	N23	Disease	Causes onset
N2589	Disease	R82991	Disease	Causes onset
N2589	Disease	G723	Disease	Causes onset
N2589	Disease	E876	Disease	Causes onset
N2589	Disease	G729	Disease	Causes onset
N2589	Disease	R82994	Disease	Causes onset
N2589	Disease	E2681	Disease	Causes onset
J8489	Disease	J960	Disease	Causes onset
K026	Disease	K040	Disease	Causes onset
K026	Disease	K041	Disease	Causes onset
K026	Disease	I339	Disease	Causes onset
E25	Disease	N46	Disease	Causes onset
E25	Disease	I10	Disease	Causes onset
E25	Disease	E301	Disease	Causes onset
E25	Disease	Q563	Disease	Causes onset
E25	Disease	Q564	Disease	Causes onset
E25	Disease	N460	Disease	Causes onset
E25	Disease	E281	Disease	Causes onset
A30	Disease	H54	Disease	Causes onset
A30	Disease	H022	Disease	Causes onset
A30	Disease	M2137	Disease	Causes onset
A30	Disease	G629	Disease	Causes onset
A30	Disease	E8352	Disease	Causes onset
A30	Disease	G587	Disease	Causes onset
A30	Disease	G589	Disease	Causes onset
A30	Disease	A6922	Disease	Causes onset
A30	Disease	G527	Disease	Causes onset
A30	Disease	M1990	Disease	Causes onset
A30	Disease	G510	Disease	Causes onset
A30	Disease	H1621	Disease	Causes onset
E83110	Disease	I42	Disease	Causes onset
E83110	Disease	K7460	Disease	Causes onset
E83110	Disease	K721	Disease	Causes onset
E83110	Disease	M1990	Disease	Causes onset
E83110	Disease	M129	Disease	Causes onset
E83110	Disease	E08	Disease	Causes onset
E83110	Disease	E09	Disease	Causes onset
E83110	Disease	E10	Disease	Causes onset
E83110	Disease	E11	Disease	Causes onset
E83110	Disease	E12	Disease	Causes onset
E83110	Disease	E13	Disease	Causes onset
E83110	Disease	Q980	Disease	Causes onset
H0501	Disease	J86	Disease	Causes onset
H0501	Disease	H341	Disease	Causes onset
H0501	Disease	G03	Disease	Causes onset
H0501	Disease	H54	Disease	Causes onset
H0501	Disease	H332	Disease	Causes onset
J321	Disease	J86	Disease	Causes onset
Q8781	Disease	N19	Disease	Causes onset
Q8781	Disease	N186	Disease	Causes onset
Q8781	Disease	R80	Disease	Causes onset
Q8781	Disease	N08	Disease	Causes onset
Q8781	Disease	H905	Disease	Causes onset
Q8781	Disease	N289	Disease	Causes onset
Q8781	Disease	N189	Disease	Causes onset
E663	Disease	E11	Disease	Causes onset
E663	Disease	I10	Disease	Causes onset
E663	Disease	E08	Disease	Causes onset
E663	Disease	E09	Disease	Causes onset
E663	Disease	E10	Disease	Causes onset
E663	Disease	E12	Disease	Causes onset
E663	Disease	E13	Disease	Causes onset
E663	Disease	C801	Disease	Causes onset
E663	Disease	K769	Disease	Causes onset
E663	Disease	O244	Disease	Causes onset
E663	Disease	E55	Disease	Causes onset
I6381	Disease	I679	Disease	Causes onset
I6381	Disease	G454	Disease	Causes onset
I6381	Disease	H512	Disease	Causes onset
I6381	Disease	G510	Disease	Causes onset
D820	Disease	D696	Disease	Causes onset
D820	Disease	H150	Disease	Causes onset
D820	Disease	D849	Disease	Causes onset
G43	Disease	H5705	Disease	Causes onset
G43	Disease	I679	Disease	Causes onset
G43	Disease	I21	Disease	Causes onset
G43	Disease	H5312	Disease	Causes onset
G43	Disease	T7840	Disease	Causes onset
H1630	Disease	H5314	Disease	Causes onset
K8301	Disease	K7460	Disease	Causes onset
K8301	Disease	K721	Disease	Causes onset
K8301	Disease	K85	Disease	Causes onset
K8301	Disease	K769	Disease	Causes onset
K8301	Disease	C221	Disease	Causes onset
K765	Disease	N19	Disease	Causes onset
K765	Disease	I820	Disease	Causes onset
K765	Disease	I2720	Disease	Causes onset
K765	Disease	I10	Disease	Causes onset
B674	Disease	K769	Disease	Causes onset
B674	Disease	J984	Disease	Causes onset
B674	Disease	T782	Disease	Causes onset
B674	Disease	H4412	Disease	Causes onset
B674	Disease	K740	Disease	Causes onset
B674	Disease	B681	Disease	Causes onset
H4701	Disease	H54	Disease	Causes onset
B012	Disease	J80	Disease	Causes onset
B012	Disease	J960	Disease	Causes onset
A5206	Disease	I253	Disease	Causes onset
N453	Disease	N4402	Disease	Causes onset
D595	Disease	I820	Disease	Causes onset
D595	Disease	I26	Disease	Causes onset
D595	Disease	I8501	Disease	Causes onset
K8309	Disease	K721	Disease	Causes onset
K8309	Disease	K7460	Disease	Causes onset
I424	Disease	I2720	Disease	Causes onset
I424	Disease	Q246	Disease	Causes onset
P912	Disease	G80	Disease	Causes onset
P912	Disease	G801	Disease	Causes onset
P912	Disease	H54	Disease	Causes onset
